Title,Perusahaan,Kategori,Lokasi,Skills,Lat,Lon,Klasifikasi
Technical Analyst,PT Star Plasindo Sejahtera,Quality Control (QC),Cirebon,"Risk Analysis, Quality Control",-6.8632535,108.5855872,NON-IPTEK
QC Electroplating,PT Star Plasindo Sejahtera,Quality Control (QC),Cirebon,"Problem Solving, Quality Control",-6.8632535,108.5855872,NON-IPTEK
Operator Produksi,PT Agric Amarga Jaya,Operator,Salatiga,Operations,-7.3302642,110.4995353,NON-IPTEK
General Affair Assistant Manager,PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"Communication, Society Relations, CSR, Company Legal Document, Expatriate Affair, Government Communication, general affair, English Language, Permit and License",-6.017389,106.0537688,NON-IPTEK
Field Operator AWH (Automatic Warehouse),PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"wms, Microsoft Office, Analytics & Reporting, SAP",-6.017389,106.0537688,NON-IPTEK
Digital Transformation Staff,PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"Facility Portal System, AVEVA Software Solution, HR System Platforms, Microsoft Office, E-Procurement, SAP MM, 3D Modeling Software",-6.017389,106.0537688,NON-IPTEK
Process Control (Planning and Optimization) Engineer,PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"AVEVA Data Reconciliation, Microsoft Office, SAP PP Module, english, Manufacturing Execution System",-6.017389,106.0537688,NON-IPTEK
Process Control (Planning and Optimization) Jr. Engineer,PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"AVEVA Data Reconciliation, Process Production, Microsoft Office, SAP PP Module, Manufacturing Execution System, Chemical Process Understandiang",-6.017389,106.0537688,NON-IPTEK
Technical Engineer (Mechanic & Piping),PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"API, COMPRESS / PV Elite, ANSI, ASME, CAESAR II, Pipeflow, ASTM Standard",-6.017389,106.0537688,NON-IPTEK
Jr. Technical Engineer (Instrument) - Fresh Graduate,PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"DCS/PLC Logic Modification, Microsoft Office, english, AVEVA Instrumentation, InstruCalc",-6.017389,106.0537688,NON-IPTEK
PURCHASING STAFF,PT Sat Nusapersada Tbk,Manufaktur dan Produksi,Batam,"Microsoft Excel, Microsoft Office, English Language, Microsoft Word",1.1030815,104.0383696,NON-IPTEK
QC STAFF,PT Sat Nusapersada Tbk,Manufaktur dan Produksi,Batam,"Microsoft Office, English Language, Analytical Skills, Quality Control",1.1030815,104.0383696,NON-IPTEK
ENGINEER,PT Sat Nusapersada Tbk,Manufaktur dan Produksi,Batam,"Microsoft Office, English Language",1.1030815,104.0383696,NON-IPTEK
PLANNER,PT Sat Nusapersada Tbk,Manufaktur dan Produksi,Batam,"Microsoft Office, English Language",1.1030815,104.0383696,NON-IPTEK
Technical Engineering (2D 3D) Sr. Operator,PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"AVEVA E3D, Solid, Autocad, Engineering Drawing",-6.017389,106.0537688,NON-IPTEK
Marketing Monomer Staff (Fresh Graduate),PT Lotte Chemical Indonesia,Manufaktur dan Produksi,Jakarta,"Microsoft Office, Analytics & Reporting, SAP, export-import, detail oriented",-6.1754049,106.827168,NON-IPTEK
Internal Control Staff,PT Lotte Chemical Indonesia,Manufaktur dan Produksi,Jakarta,"Accounting, Budgeting, Microsoft Office, psak, english, cost control",-6.1754049,106.827168,NON-IPTEK
Cook,Simplefi Teknologi Indonesia,Juru Masak,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Jr. Engineer NC COLD (Fresh Graduate),PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"Job Safety Analysis, Process Safety Management (PSM), HAZOP",-6.017389,106.0537688,NON-IPTEK
Sr. Instrumentation Control Technician,PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"PLC, Instrument Control, HMI and ISIS, SCADA, Distributed Control System, Automation Platform, Safety Quality Standards (ISO, OSHA)",-6.017389,106.0537688,NON-IPTEK
NC COLD Shift Supervisor,PT Lotte Chemical Indonesia Cilegon,Manufaktur dan Produksi,Cilegon,"Chemical Process, LOTO, Working Permit, Process Modelling, Naphtha Cracker, Microsoft Office",-6.017389,106.0537688,NON-IPTEK
PURCHASING,PT.batavia Cyclindo Industri,Pembelian / Purchasing,Tangerang,"Microsoft Office, Data Management",-6.3004652,106.5960496,NON-IPTEK
Sales Executive Penempatan Kota Solok,Tjahaja Baru Abadi,Penjualan dan Pemasaran,Padang,"Negotiation, Microsoft Excel, Microsoft Office, Sales & Marketing, Marketing Communications",-0.9247587,100.3632561,NON-IPTEK
Sales Executive Penempatan Padang,Tjahaja Baru Abadi,Penjualan dan Pemasaran,Padang,"Negotiation, Microsoft Excel, Microsoft Office, Marketing Strategy, Sales & Marketing, Marketing Communications",-0.9247587,100.3632561,NON-IPTEK
Sales Executive Penempatan Kota Payakumbuh,Tjahaja Baru Abadi,Penjualan dan Pemasaran,Padang,"Negotiation, Microsoft Excel, Microsoft Office, Sales & Marketing",-0.9247587,100.3632561,NON-IPTEK
Technician Electrical,PT. Ekamas Fortuna,Operator,Malang,"Operating Systems, Machine Learning",-7.9834335,112.6336645,NON-IPTEK
SALES EXECUTIVE - Freelance,Mbakboss Garage Indo Kurnia Persada,Penjualan dan Pemasaran,Demak,"Product Marketing, Microsoft Excel, Content Marketing, Microsoft Office, Marketing Strategy, Marketing Management, Sales & Marketing, Marketing Communications, Digital Marketing",-6.8945565,110.6397243,NON-IPTEK
SALES EXECUTIVE PT.MBGI KURNIA PERSADA,Mbakboss Garage Indo Kurnia Persada,Penjualan dan Pemasaran,Demak,"Manufacturing, Sales & Marketing, Sales",-6.8945565,110.6397243,NON-IPTEK
Digital Marketing - (Yogyakarta),Himeya Agency,Pemasaran Internet,Bantul,"Creative Writing, Google Analytics, Content Marketing, Digital Marketing",-7.8754,110.3289,NON-IPTEK
Digital Marketing - (Riau),Himeya Agency,Pemasaran Internet,Bengkalis,"Creative Writing, Google Analytics, Content Marketing, Digital Marketing",1.1992267,100.8528906,NON-IPTEK
Digital Marketing - (Aceh),Himeya Agency,Pemasaran Internet,Aceh Barat,"Creative Writing, Google Analytics, Content Marketing, Digital Marketing",5.0776866,97.3029168,NON-IPTEK
Digital Marketing - (Kalimantan Tengah),Himeya Agency,Pemasaran Internet,Barito Selatan,"Creative Writing, Google Analytics, Content Marketing, Digital Marketing",-1.7076342,114.8725463,NON-IPTEK
Digital Marketing - (Jakarta),Himeya Agency,Pemasaran Internet,Jakarta,"Creative Writing, Google Analytics, Content Marketing, Digital Marketing",-6.1754049,106.827168,NON-IPTEK
Digital Marketing - (Ancol Mekar - Bandung),Himeya Agency,Pemasaran Internet,Bandung,"Creative Writing, Google Analytics, Content Marketing, Digital Marketing",-6.9218457,107.6070833,NON-IPTEK
Digital Marketing - (Campaka - Bandung),Himeya Agency,Pemasaran Internet,Bandung,"Creative Writing, Google Analytics, Content Marketing, Digital Marketing",-6.9218457,107.6070833,NON-IPTEK
Account Executive (Sales Lapangan),PT Eka Mas Republik,Penjualan dan Pemasaran,Padang,"Marketing, Social Media Marketing, Sales & Marketing, Digital Marketing",-0.9247587,100.3632561,NON-IPTEK
OPERATOR BATCHING PLANT,Farrasindo Perkasa,Quality Control (QC),Jakarta,"Microsoft Excel, Microsoft Office",-6.1754049,106.827168,NON-IPTEK
COMMUNITY OFFICER - KALIMANTAN SELATAN,"PT Bank Btpn Syariah, Tbk Kc Padang",Operasi Perbankan,Banjarmasin,"Microsoft Excel, Microsoft Office, Sales & Marketing",-3.3187496,114.5925828,NON-IPTEK
COMMUNITY OFFICER - BANGKA BELITUNG,"PT Bank Btpn Syariah, Tbk Kc Padang",Operasi Perbankan,Bangka Belitung,Microsoft Office,-2.8333333,107.9167,NON-IPTEK
Resort Acquisition Specialist,Karma Group,Layanan Pelanggan,Denpasar,"Acquisition, Relation Development, Business Development",-8.6524973,115.2191175,NON-IPTEK
Marketing Inside (Head Office and Surcip Branch),Precision Tools Service Indonesia,Penjualan (Non-Teknis),Karawang,"Microsoft Excel, Sales & Marketing",-6.2946333,107.2975478,NON-IPTEK
Salesman (Sei Sungai Bakau Kecil - KalBar),PT Plexus Distribusi Modern,Penjualan dan Pemasaran,Pontianak,Business Analysis,-0.0226903,109.3447488,NON-IPTEK
Salesman (Kota Baru - KalBar),PT Plexus Distribusi Modern,Penjualan dan Pemasaran,Pontianak,Business Analysis,-0.0226903,109.3447488,NON-IPTEK
English Teacher,Yayasan Ashabul Fitrah Indonesia,Guru / Tutor,Bogor,"Artificial Intelligence (AI), English Language, Google Apps",-6.5453875,107.001782,NON-IPTEK
Regional Sales Head - Bancassurance,Fwd Insurance Indonesia,Penanggung (asuransi),Jakarta,"Microsoft Excel, Microsoft Office, Communications, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Legal & Corporate Secretary Manager,Fwd Insurance Indonesia,Penanggung (asuransi),Jakarta,"Microsoft Excel, Microsoft Office, Risk Analysis",-6.1754049,106.827168,NON-IPTEK
Brand Digital Marketing Manager,Fwd Insurance Indonesia,Penjualan dan Pemasaran,Jakarta,"Microsoft Excel, Interface Design, Microsoft Office",-6.1754049,106.827168,NON-IPTEK
Agency MIS Lead,Fwd Insurance Indonesia,Penjualan dan Pemasaran,Jakarta,"Microsoft Excel, Microsoft Office",-6.1754049,106.827168,NON-IPTEK
Agency Funding & Reporting,Fwd Insurance Indonesia,Bagian Umum,Jakarta,"Microsoft Excel, Microsoft Office",-6.1754049,106.827168,NON-IPTEK
Agency Communication & Event Supervisor,Fwd Insurance Indonesia,Penjualan dan Pemasaran,Jakarta,"Microsoft Excel, Microsoft Office, English Language",-6.1754049,106.827168,NON-IPTEK
Actuarial Pricing Senior Manager,Fwd Insurance Indonesia,Operasional,Jakarta,"Microsoft Office, English Language, aktuari",-6.1754049,106.827168,NON-IPTEK
Community Officer - Kalimantan Barat,"PT Bank Btpn Syariah, Tbk Kc Padang",Operasi Perbankan,Pontianak,"Risk Analysis, Sales & Marketing, Community Management",-0.0226903,109.3447488,NON-IPTEK
Creative Marketing,Simplefi Teknologi Indonesia,Operasi Restoran,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Waiter,Simplefi Teknologi Indonesia,Resepsionis,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Relx Promotion Girl,Tumbuh Akselera Indonesia,Penjualan dan Pemasaran,Kampar,"Sales & Marketing, Sales, Customer Service",0.74479,101.1681631,NON-IPTEK
Sociology Teacher,Yayasan Ashabul Fitrah Indonesia,Guru / Tutor,Bogor,"Artificial Intelligence (AI), English Language, Google Apps",-6.5453875,107.001782,NON-IPTEK
Robotics Teacher,Yayasan Ashabul Fitrah Indonesia,"Pelatih, Pendidik",Bogor,"Python, Arduino, ESP",-6.5453875,107.001782,NON-IPTEK
Chemistry Teacher,Yayasan Ashabul Fitrah Indonesia,Guru / Tutor,Bogor,"Artificial Intelligence (AI), English Language, Google Apps",-6.5453875,107.001782,NON-IPTEK
Physics Teacher,Yayasan Ashabul Fitrah Indonesia,"Pelatih, Pendidik",Bogor,"Artificial Intelligence (AI), English Language, Google Apps",-6.5453875,107.001782,NON-IPTEK
SUPIR DUMPTRUCK,Kostec Prima Baja,Supir,Cilegon,Operations,-6.017389,106.0537688,NON-IPTEK
Strategy Management Office,PT. Liebra Permana Semarang,Manufaktur dan Produksi,Semarang,"Manufacturing, Microsoft Excel, Data Analysis, Business Analysis, SAP",-7.1287142,110.403619,NON-IPTEK
TRAINING COORDINATOR,Sang Jaya Indo,Penjualan dan Pemasaran,Jakarta,"Public Relations, Microsoft Excel, Microsoft Office, Public Speaking & Presentations, Public Speaking",-6.1754049,106.827168,NON-IPTEK
ACCOUNTING (Mandarin),Sang Jaya Indo,Penjualan dan Pemasaran,Jakarta,"Akuntansi, Microsoft Excel, Microsoft Office, Compensation & Benefits, Risk Analysis",-6.1754049,106.827168,NON-IPTEK
HUMAN RESOURCE (MANDARIN),Sang Jaya Indo,Management Trainee,Jakarta,"Microsoft Windows, Data Management, Compensation & Benefits, Risk Analysis, Community Management",-6.1754049,106.827168,NON-IPTEK
HR Officer,PT Saranagriya Lestari Keramik (Milan Ceramics Tile),Penggajian dan Fasilitas,Bekasi,"Payroll, Data Entry, Accounting, Microsoft Excel, Microsoft Office, Databases, Analysing Big Data",-6.2349858,106.9945444,NON-IPTEK
Digital Designer - Laboratorium Departement,PT Saranagriya Lestari Keramik (Milan Ceramics Tile),Desainer Grafis Komputer,Bekasi,"Digital Drawing and Sketching, Product Design, Editing",-6.2349858,106.9945444,IPTEK
Sales,Tumbuh Akselera Indonesia,Penjualan dan Pemasaran,Jakarta,"Sales & Marketing, Sales",-6.1754049,106.827168,NON-IPTEK
HRGA Manager,PT Pan Brothers Tbk,Management Trainee,Tangerang Selatan,Human Resources,-6.3227016,106.7085737,NON-IPTEK
Mitra Kurir Motor - Kota Semarang,PT. Tri Adi Bersama,Logistik,Semarang,Microsoft Office,-6.9903988,110.4229104,NON-IPTEK
Accounting,Simplefi Teknologi Indonesia,Operasi Restoran,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Kepala Sekolah,Simplefi Teknologi Indonesia,Guru / Tutor,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Kasir,Simplefi Teknologi Indonesia,Operasi Restoran,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Outlet Manager,Simplefi Teknologi Indonesia,Operasi Restoran,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Crew Playground,Simplefi Teknologi Indonesia,Operasi Ritel,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Steward,Simplefi Teknologi Indonesia,Juru Masak,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Cook Helper,Simplefi Teknologi Indonesia,Juru Masak,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Barista,Simplefi Teknologi Indonesia,Operasi Restoran,Medan,Microsoft Office,3.5894617,98.6741623,NON-IPTEK
Staf Engineering (Teknis & Administratif Proyek),Karunia Adi Sentosa,"Teknik, Lainnya",Jakarta,"iOS Design, Risk Analysis, Creative Problem Solving",-6.1754049,106.827168,IPTEK
SALES PRODUK BAHAN BANGUNAN,Artistika Inkernas,Penjualan dan Pemasaran,Jakarta,"Microsoft Office, Compensation & Benefits, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
"Administrasi - Belo, Bima",Finfleet Teknologi Indonesia,Sekretaris,Bima,"Accounting, Office Admin, Analysing Big Data",-8.4534091,118.727689,NON-IPTEK
Pramuniaga Gadai,Solusi Gadai Pintar,Penjualan dan Pemasaran,Jakarta,"Sales & Marketing, gadai, Sales",-6.1754049,106.827168,NON-IPTEK
Ahli K3 Kimia,Borneo Alumindo Prima,"Teknik, Lainnya",Ketapang,"hse, K3 Kimia, Risk Analysis, ahli kimia",-1.85,109.9714,IPTEK
Collection Coordinator,PT Finansia Multi Finance (Kredit Plus),Kolektor,Garut,"Microsoft Office, Databases, Risk Analysis",-7.2012712,107.9032119,NON-IPTEK
Event Planner,PT Indonesia Muda Kreasi (IM Road Runner),Layanan Pelanggan,Tangerang Selatan,"Coaching, office administration, Project Manager, autodesk revit, Debugging, F&B Operations",-6.3227016,106.7085737,NON-IPTEK
Videografer,CV Mencloth,Desainer Grafis Komputer,Sukoharjo,healthcare,-7.9834335,112.6336645,IPTEK
Sales Area,Tumbuh Akselera Indonesia,Penjualan dan Pemasaran,Jakarta,"Sales & Marketing, Team Leadership",-6.1754049,106.827168,NON-IPTEK
Relationship Manager,PT. Allvamed Nuvacon Adigana,Hubungan Masyarakat,Jakarta,"Marketing, Sales",-6.1754049,106.827168,NON-IPTEK
E-commerce Specialist,Joglo Ria Batik,Penjualan dan Pemasaran,Surakarta,"Content Marketing, Data Analysis, Online Marketing, Digital Marketing",-7.5692489,110.828448,NON-IPTEK
ASSISTANT HAIR STYLIST SALON BINTANG 4,Sang Jaya Indo,Layanan Pelanggan,Tangerang,"Sales Support, Customer Experience, kecantikan, Customer Service, penata",-6.3004652,106.5960496,NON-IPTEK
E-commerce Specialist,Joglo Ria Batik,Penjualan dan Pemasaran,Sukoharjo,"Content Marketing, Data Analysis, Online Marketing, Digital Marketing",-7.9834335,112.6336645,NON-IPTEK
STAF PENAGIHAN LAPANGAN - AREA SULAWESI,PT Swakarya Insan Mandi,Penjualan dan Pemasaran,Manado,"Negotiation, komunikasi",1.4900447,124.8407673,NON-IPTEK
Associate Director | Equities Sales Trading (12-month contract),Macquarie Sekuritas Indonesia,Broker Saham,Jakarta,"Microsoft Excel, Microsoft Windows, Microsoft Office, Risk Analysis",-6.1754049,106.827168,NON-IPTEK
Packer,PT. Java Plastic Manufacturing,Manufaktur dan Produksi,Boyolali,Microsoft Office,-7.5368259,110.5544178,NON-IPTEK
Supervisor Accounting II,PT Kimia Farma Apotek,Akuntan Perpajakan,Jakarta,"Coaching, office administration, Project Manager, autodesk revit, Debugging, F&B Operations",-6.1754049,106.827168,NON-IPTEK
Content Creator,PT Infomedia Solusi Humanika Pontianak,Juru Gambar,Jakarta,Video Editing,-6.1754049,106.827168,NON-IPTEK
Marketing Insight,PT KZmall Auto Parts,Penjualan dan Pemasaran,Tangerang Selatan,"Coaching, office administration, Project Manager, autodesk revit, Debugging, F&B Operations",-6.3227016,106.7085737,NON-IPTEK
Mandarin Translator,PT KZmall Auto Parts,Penerjemah,Tangerang Selatan,"Coaching, office administration, Project Manager, autodesk revit, Debugging, F&B Operations",-6.3227016,106.7085737,NON-IPTEK
"Staf Cleaning Service - Banguntapan, Bantul",FLIP Education,Pekerjaan Umum,Bantul,Python,-7.8754,110.3289,NON-IPTEK
"Staf Cleaning Service - Imogiri, Bantul",FLIP Education,Pekerjaan Umum,Bantul,Python,-7.8754,110.3289,NON-IPTEK
"Staf Cleaning Service - Jambidan, Bantul",FLIP Education,Pekerjaan Umum,Bantul,Python,-7.8754,110.3289,NON-IPTEK
"Staf Cleaning Service - Bangunjiwo, Bantul",FLIP Education,Pekerjaan Umum,Bantul,Python,-7.8754,110.3289,NON-IPTEK
"Staf Cleaning Service - Caturharjo, Bantul",FLIP Education,Pekerjaan Umum,Bantul,Python,-7.8754,110.3289,NON-IPTEK
"Staf Cleaning Service - Sumber Agung, Bantul",FLIP Education,Pekerjaan Umum,Bantul,Python,-7.8754,110.3289,NON-IPTEK
"Staf Cleaning Service - Ngestiharjo, Bantul",FLIP Education,Pekerjaan Umum,Bantul,Python,-7.8754,110.3289,NON-IPTEK
"Staf Cleaning Service - Tamantirto, Bantul",FLIP Education,Pekerjaan Umum,Bantul,Python,-7.8754,110.3289,NON-IPTEK
Sales Canvas Banjarmasin,PT. Sumber Nelayan Indonesia,Penjualan dan Pemasaran,Banjarmasin,"Coaching, office administration, Project Manager, autodesk revit, Debugging, F&B Operations",-3.3187496,114.5925828,NON-IPTEK
"Verifikator Cabang Pangkalan Balai - Suka Bangun, Palembang",BFI Finance Sumbagsel,Layanan Pelanggan,Palembang,Risk Analysis,-2.9888243,104.7568507,NON-IPTEK
"Verifikator Cabang Pangkalan Balai - Sukajaya, Palembang",BFI Finance Sumbagsel,Layanan Pelanggan,Palembang,Risk Analysis,-2.9888243,104.7568507,NON-IPTEK
"Verifikator Cabang Pangkalan Balai - Jambe, Palembang",BFI Finance Sumbagsel,Layanan Pelanggan,Palembang,Risk Analysis,-2.9888243,104.7568507,NON-IPTEK
"Verifikator Cabang Pangkalan Balai - Kebun Bunga, Palembang",BFI Finance Sumbagsel,Layanan Pelanggan,Palembang,Risk Analysis,-2.9888243,104.7568507,NON-IPTEK
"Verifikator Cabang Pangkalan Balai - Suka Mulya, Palembang",BFI Finance Sumbagsel,Layanan Pelanggan,Palembang,Risk Analysis,-2.9888243,104.7568507,NON-IPTEK
"Verifikator Cabang Pangkalan Balai - Talang Betutu, Palembang",BFI Finance Sumbagsel,Layanan Pelanggan,Palembang,Risk Analysis,-2.9888243,104.7568507,NON-IPTEK
"Verifikator Cabang Pangkalan Balai - Sukarami, Palembang",BFI Finance Sumbagsel,Layanan Pelanggan,Palembang,Risk Analysis,-2.9888243,104.7568507,NON-IPTEK
"Verifikator Cabang Pangkalan Balai - Lebong/lebung Gajah, Palembang",BFI Finance Sumbagsel,Layanan Pelanggan,Palembang,Risk Analysis,-2.9888243,104.7568507,NON-IPTEK
Marketing Sales Aki/Baterai Mobil,PT KZmall Auto Parts,Penjualan dan Pemasaran,Tangerang Selatan,"Coaching, office administration, Project Manager, autodesk revit, Debugging, F&B Operations",-6.3227016,106.7085737,NON-IPTEK
